tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,11,0,11,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.8647849999998,None,250.0,14.0,0.0008394020090612801,1,"[0.40528219095309453, 0.4704317395470856, 0.7205750236905866, 0.5970749975006393]","[1259.9210498948732, 840.8964152537146, 561.2310241546866, 374.5767692191704]",Perfect_5th,"[16.557281121282692, 19.0, 25.0, 31.1577337793156]",False,1650.8062858000003,1653.4363334,1653.4363334,1654.6500667,['space'],1,3.201995166667075,4.233616666667331,None,1,None,1,,[0.5488300999995772],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.1023125000002,None,1071.7734625362941,6.0,9.388611281720762e-05,1,"[0.7050252397892312, 0.6680672197308877, 0.7546314335352935, 0.6692701548544884]","[535.0424649304413, 2129.6419868521607, 149.2579960501629, 1544.9635468828778]",None,"[26.0, 17.75146695127146, 19.310635395283462, 18.0]",False,1656.1826816000003,1659.3445577000002,1659.3445577000002,1660.5882652,['space'],1,3.8164896333328215,4.850032733333137,None,1,None,1,,[0.5562215999998443],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,11,0,11,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.0957022000002,None,1642.8743995477707,12.346371216546501,0.0002431400058537518,1,"[0.5718862585549602, 0.568839402095788, 0.48562432213746737, 0.5051040473864141]","[1116.2323677153572, 1955.3109657605057, 281.44625964972954, 2454.7125769244376]",None,"[16.41519521995837, 18.297056651816593, 29.0, 16.330229238830245]",False,1662.1057302,1664.7636373999994,1664.7636373999994,1665.9777257999995,['space'],1,3.156948266665495,4.187226966665548,None,1,None,1,,[0.553798399999323],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.8956368,None,,,,,"[0.7200378289545942, 0.5304886734037018, 0.6462632688768214, 0.5018204979653385]","[5167.174094016731, 1329.2273971265631, 942.0485653776516, 930.8283662869145]",None,"[16.36011602406733, 17.0, 17.536976808502533, 17.536976808502533]",True,1674.8768479,1677.7908246999996,1677.7908246999996,1679.0054357999998,None,1,3.436895066665784,4.476597566665987,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.4130108,None,1071.7734625362941,2.0,5.9238132426713154e-05,0,"[0.6605192951009504, 0.5480215931653979, 0.6812734510282972, 0.5729430032040377]","[5009.629019265957, 946.1249052644189, 4758.3527243476665, 746.1710349341633]",None,"[16.63148241128642, 17.536976808502533, 16.900627338425906, 20.393573098672633]",False,1680.4300801999998,1683.3499358,1683.3499358,1684.5874388000002,None,0,3.504802133334124,4.5390263333338225,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685.0199778999995,None,162.38542680726815,13.304277644406959,0.0018616934648335484,1,"[0.5007322459102489, 0.5745303135759945, 0.6016739060977873, 0.6552908360477947]","[167.26171670107516, 6893.173792722632, 1011.2105901616511, 4874.781750131934]",None,"[19.30427764440696, 18.357397470519942, 16.907295475076943, 16.63148241128642]",False,1686.0246662,1688.7255360999998,1688.7255360999998,1689.9596708999998,['space'],1,3.3571121666673207,4.368672666667408,None,1,None,1,,[0.48210219999964465],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.4591958,None,290.062798559896,23.123019354804306,0.0017914279582513515,1,"[0.6549895475439476, 0.4201340870937731, 0.6665272363460977, 0.4581363443852551]","[182.72811284851463, 205.10537183165, 230.22299578540944, 258.4165754172108]",Tone,"[20.0, 21.32939044129742, 24.0, 27.0]",False,1691.4739596,1694.2593484,1694.2593484,1695.4775412,['space'],1,3.2184018666666816,4.233200866667175,None,1,None,1,,[0.5296639999996842],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.7784224999996,None,125.0,6.0,0.0014420157515633036,0,"[0.7907577274059335, 0.6068962007423421, 0.5861367573057428, 0.5528889682440503]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[21.0, 19.6209483717776, 19.310635395283462, 19.577230263869932]",False,1704.4960752999996,1707.5104616999997,1707.5104616999997,1708.7407015999997,None,0,3.57329053333342,4.592221633333793,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.1474165,None,,,,,"[0.6101476290155561, 0.6101476290155561, 0.6101476290155561, 0.6101476290155561]","[309.3788058721236, 6486.719365028541, 328.40021652208355, 732.7652158343254]",None,"[30.319445914765076, 17.240842932260975, 31.0, 21.0]",True,1710.1557492000002,1713.0265417,1713.0265417,1714.2604171000003,None,1,3.466475266666748,4.483756466665909,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.6904220999995,None,125.0,12.0,0.002877199686685786,1,"[0.48666643048030317, 0.48666643048030317, 0.48666643048030317, 0.48666643048030317]","[506.37869204861784, 206.5860283538332, 1023.9845055413238, 406.76087303277694]",None,"[27.0, 21.32939044129742, 16.907295475076943, 30.520988351585586]",False,1715.7130736999998,1718.2020706000003,1718.2020706000003,1719.4271505999995,['space'],1,2.9712288666660243,3.9934292666666806,None,1,None,1,,[0.8298530000001847],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.7767601999994,None,1517.5606868347634,11.909766472467432,0.00019615354931999841,1,"[0.515578575270381, 0.515578575270381, 0.515578575270381, 0.515578575270381]","[270.5553210909597, 5220.697098045503, 751.5552181225386, 1046.9774866576495]",None,"[28.0, 16.36011602406733, 20.393573098672633, 16.52712978726722]",False,1720.7889536000002,1723.3558309,1723.3558309,1724.5888248,['space'],1,3.095135766666317,4.122290166666062,None,1,None,1,,[0.620633600000474],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724.9724758000002,None,8000.0,19.0,0.0016179682846481417,0,"[0.6422147109878953, 0.6954327503808955, 0.513537904857263, 0.4032982822926322]","[3678.616136289827, 300.74855756050823, 2715.381176959273, 7474.159623742175]",None,"[16.506253786942413, 30.0, 15.727744022958504, 19.76339531111048]",False,1725.9957507999998,1728.8609289999995,1728.8609289999995,1730.0797350000003,None,0,3.269471233334116,4.28601933333357,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.3396227000003,None,1405.6892071813484,11.397142828393129,0.00018809831283491654,1,"[0.5998757391960752, 0.46714901311528756, 0.6191361144522377, 0.4991946170364184]","[557.8481315550044, 702.8446035906744, 885.5287108689083, 1115.6962631100084]",Major_3rd,"[25.0, 21.479916871836636, 18.0, 16.41519521995837]",False,1731.3503007,1734.0727408000002,1734.0727408000002,1735.2962699,['space'],1,3.2010547666659477,4.212622766665845,None,1,None,1,,[0.9757939999999508],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.6310968999996,None,,,,,"[0.5860676162222203, 0.5860676162222203, 0.5860676162222203, 0.5860676162222203]","[129.9368302246288, 163.7101475566262, 206.26186098798908, 259.87366044925756]",Major_3rd,"[20.022505355605915, 19.30427764440696, 21.32939044129742, 27.0]",True,1736.6486158999996,1739.4375621999998,1739.4375621999998,1740.6716207,None,1,3.383575566665968,4.402055366665991,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.1057523999998,None,574.3491774985172,9.0,0.0001686695046511432,0,"[0.6823105731341637, 0.7539889995710058, 0.671638885378492, 0.7798890064437451]","[361.81730936009427, 406.1261981781175, 455.8612442791081, 511.68694599838716]",Tone,"[31.367258929177495, 30.520988351585586, 29.0, 27.0]",False,1742.1392676999994,1745.2762882999996,1745.2762882999996,1746.5155494,None,0,3.889034066665772,4.91668906666564,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747.1272695999996,None,4594.793419988137,5.0,0.00022204569534096713,0,"[0.6774283550132991, 0.6774283550132991, 0.6774283550132991, 0.6774283550132991]","[1201.9928118748537, 217.25835738750405, 366.7636726127796, 473.4341896013347]",None,"[16.557281121282692, 22.667073298204066, 31.1577337793156, 28.0]",False,1748.1554957999997,1751.2027814000003,1751.2027814000003,1752.4370282,None,0,3.728941533334364,4.753464333333795,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752.9631922999997,None,480.47663822434345,22.0,0.0009119942503046538,1,"[0.4581618177855495, 0.4581618177855495, 0.4581618177855495, 0.4581618177855495]","[2421.450521926296, 1616.1243307840252, 1078.6335830121964, 719.9015473254509]",Perfect_5th,"[16.330229238830245, 18.3463712165465, 16.52712978726722, 21.0]",False,1753.9764052,1756.3905538,1756.3905538,1757.6162730999995,['space'],1,2.869022266666434,3.906019966666463,None,1,['space'],0,[-3.4068261000002167],[0.636081099999501],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.9405141999996,None,5614.897173158942,10.274006716020569,0.00042450275235013905,1,"[0.7772739470840583, 0.46068224811185937, 0.6473286605845261, 0.5591600201709606]","[3537.1635707290843, 3970.3318668058637, 4456.5468396828865, 5002.304694057116]",Tone,"[16.02710471033498, 16.867300937553054, 16.900627338425906, 16.63148241128642]",False,1758.9510314,1761.8749172999997,1761.8749172999997,1763.0904782999996,['space'],1,3.459396866665884,4.493470266666009,None,1,None,1,,[0.2854029999989507],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.5135560999997,None,3954.3875725900907,10.867300937553054,0.0002905176596833859,0,"[0.5716671227183852, 0.5716671227183852, 0.5716671227183852, 0.5716671227183852]","[3342.3918910981947, 3979.0476687551727, 2562.746744970901, 2494.213579493645]",None,"[15.585569304371509, 16.867300937553054, 16.0, 16.330229238830245]",False,1764.5241127,1767.2756829,1767.2756829,1768.5059312000003,None,0,3.3246800666665877,4.336249766666697,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.9291903000003,None,,,,,"[0.49421673168757424, 0.7461280996830619, 0.5066999013244382, 0.6878815375225211]","[173.91289904142437, 195.2106288854584, 219.11652235053248, 245.9499804960052]",Tone,"[19.6209483717776, 21.0, 22.667073298204066, 25.93472087272818]",True,1769.9380136,1772.7036207,1772.7036207,1773.9411800999997,None,1,3.4687952666663477,4.501829066666687,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.5040981000002,None,535.8867312681471,10.0,0.00020822445587443392,0,"[0.43505101917731515, 0.43505101917731515, 0.43505101917731515, 0.43505101917731515]","[5965.713265175398, 7641.108503674357, 231.46507334501425, 3025.3588106849597]",None,"[16.53660351984219, 20.0, 24.0, 15.338393759349065]",False,1775.5322618,1777.8672064000002,1777.8672064000002,1779.0833494999997,None,0,2.776563733333205,3.813702633333378,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779.4018364000003,None,327.9476654022998,25.0,0.0016939855256200278,1,"[0.7707072755349634, 0.7707072755349634, 0.7707072755349634, 0.7707072755349634]","[129.55671443611462, 447.5232286399973, 1489.5065212081392, 592.9708832336507]",None,"[20.022505355605915, 29.0, 17.90976647246743, 24.0]",False,1780.4169867,1783.7510574999997,1783.7510574999997,1784.9864343,['space'],1,4.105869366666411,5.123386366666637,None,1,None,1,,[0.5412273000001733],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,12,0,12,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785.6025031,None,8000.0,12.0,0.000722719885372964,1,"[0.7534869660643209, 0.7534869660643209, 0.7534869660643209, 0.7534869660643209]","[1462.017178665346, 170.59089737428224, 458.0417233421414, 1876.2674183320798]",None,"[17.39714282839313, 19.30427764440696, 29.0, 18.58621091439418]",False,1792.1476368000003,1795.4263992999995,1795.4263992999995,1796.6528289999997,['space'],1,4.064476600000489,5.088271999999961,None,1,None,1,,[0.4003112999989753],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,13,0,13,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.0900805,None,3031.4331330207992,7.0,0.00012939493762748435,0,"[0.7610862779670353, 0.708915279408662, 0.40280014154186367, 0.4607288269328962]","[7638.7328312833415, 6062.866266041599, 4812.100144328472, 3819.3664156416703]",Major_3rd,"[20.0, 16.53660351984219, 16.63148241128642, 16.506253786942413]",False,1809.085916,1811.9924576000003,1811.9924576000003,1813.2240598999997,None,0,3.3770784333328265,4.396270833332892,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,13,0,13,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.5392941999999,None,372.6853793540676,25.1577337793156,0.001514709117198695,1,"[0.7282753573007952, 0.5381086783909429, 0.6250606209512723, 0.49270349848249606]","[146.9558612406691, 214.6903937552841, 161.5037173542763, 1715.0096129872807]",None,"[19.577230263869932, 22.667073298204066, 19.30427764440696, 18.593949728891563]",False,1814.5473015999996,1817.4636308,1817.4636308,1818.6918127,['space'],1,3.4125776666660386,4.431617166666001,None,1,None,1,,[0.719406600000184],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,13,0,13,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.0403674,None,574.3491774985172,9.0,0.0001686695046511432,0,"[0.6017100634632034, 0.6119460467090254, 0.6139241125028865, 0.5893092442064791]","[5996.464717805077, 745.6609822646694, 4996.432329159981, 525.3822764254861]",None,"[16.53660351984219, 20.393573098672633, 16.63148241128642, 26.0]",False,1828.7667566,1831.6297867000003,1831.6297867000003,1832.8477894999996,None,0,3.4426951666664536,4.452652666666836,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,13,0,13,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.2738204999996,None,1230.8384461334995,10.557281121282692,0.00018109273606242132,1,"[0.5347105485634835, 0.7684574878238797, 0.4790438453468804, 0.7546132623354104]","[775.3796336517464, 870.3342118061105, 976.9171220976104, 1096.5523938981817]",Tone,"[20.0, 18.368777138069806, 17.0, 16.52712978726722]",False,1834.3029922999995,1837.1160419999997,1837.1160419999997,1838.3189443,['space'],1,3.580129766666687,4.598920066666324,None,1,None,1,,[0.4625442999995357],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,13,0,13,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.9708891,None,270.80115320536515,22.0,0.0018310540280099877,1,"[0.625923214229102, 0.625923214229102, 0.625923214229102, 0.625923214229102]","[1336.5743819613474, 908.3231842561388, 482.7467548172046, 1390.8513804284212]",None,"[17.0, 18.0, 28.0, 17.39714282839313]",False,1839.9882496,1842.8972760999995,1842.8972760999995,1844.1384456999995,['space'],1,3.5320062666660306,4.564620066666066,None,1,None,1,,[0.48609659999965515],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,13,0,13,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.6281088999995,None,,,,,"[0.4703005217371888, 0.4703005217371888, 0.4703005217371888, 0.4703005217371888]","[454.8283648306583, 4542.408043736118, 133.9849257242583, 415.1480590520235]",None,"[29.0, 16.900627338425906, 20.022505355605915, 30.0]",True,1845.6344366000003,1848.0605835999995,1848.0605835999995,1849.2943015,['space'],0,2.905294466666419,3.917241266665769,None,1,None,1,,[0.5239910000000236],0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,13,0,13,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.6098430000002,None,809.7826868938225,13.340815922505353,0.00017953397837565561,0,"[0.4002898759460965, 0.6719029555205198, 0.7578978458432397, 0.6532205066300286]","[2815.3374062535795, 1828.4050913228689, 523.1667804919862, 1566.0738601056507]",None,"[15.379151084288148, 18.58621091439418, 26.0, 18.0]",False,1850.6144410999996,1853.473841,1853.473841,1854.6898565000001,None,0,3.5015718666663815,4.532180766665988,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
