tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.9258452000004,None,500.0,-3.0,5.057897271299494e-05,0,"[0.5109883936320792, 0.5109883936320792, 0.5109883936320792, 0.5109883936320792]","[198.42513149602502, 250.00000000000009, 314.98026247371837, 396.8502629920499]",Major_3rd,"[13.0, 13.899582780124295, 13.308224635178409, 11.179917103400358]",False,1264.9434505999998,1267.5072602,1267.5072602,1268.7368556000001,None,0,,3.085288230000515,4.116099530000611,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.1134084000005,None,,,,,"[0.5382147426415445, 0.5382147426415445, 0.5382147426415445, 0.5382147426415445]","[1452.959454778688, 1294.4397157722194, 1153.2146834914154, 1027.397483263119]",Tone,"[16.545527686064084, 16.0, 14.764429412170614, 13.0]",True,1270.1121092000003,1272.7720134,1272.7720134,1273.9958478999997,['space'],0,[0.47902250000015556],3.1927971300001445,4.215562630000022,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.3736471000002,None,125.0,-1.0,0.000644124775846567,1,"[0.5162264917682562, 0.7782905234192894, 0.6433746765299247, 0.5840068842500337]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[13.308224635178409, 13.899582780124295, 13.0, 10.518628407903087]",False,1275.4125948,1278.3847280999998,1278.3847280999998,1279.6076666,['space'],1,[0.4473272000000179],3.5504689299996244,4.569412029999512,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0460423000004,None,1204.6154580721507,9.663953319519575,0.00016005659010894188,1,"[0.44868018866461556, 0.44868018866461556, 0.44868018866461556, 0.44868018866461556]","[6070.88149061543, 4051.827281808331, 2704.2702689855996, 1804.8838657445488]",Perfect_5th,"[0.0, 6.998383765704977, 7.357996047207937, 13.0]",False,1281.0515268,1283.4173520000004,1283.4173520000004,1284.6333824000003,['space'],1,[0.8687055000004875],2.830123230000936,3.852372830000604,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.9532921,None,586.0051221022034,2.2873881381570387,7.551026827625287e-05,0,"[0.4394836873322951, 0.7293249714022418, 0.7097746031491973, 0.7321729472412009]","[130.09457382640363, 2594.1555118267265, 6515.9792030189865, 128.5882991306106]",None,"[9.452158704192678, 7.357996047207937, -1.8442053410312722, 9.102958615505726]",False,1285.9537283999998,1288.8616412000001,1288.8616412000001,1290.077488,None,0,,3.659038129999317,4.672415129999536,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,8,0,8,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.6741570000004,None,812.2523963562351,0.0,3.87163101893751e-05,1,"[0.5111463610129731, 0.5111463610129731, 0.5111463610129731, 0.5111463610129731]","[511.68694599838705, 574.3491774985171, 644.6851542197892, 723.6346187201887]",Tone,"[9.0, 8.287388138157038, 8.446569919492394, 9.0]",False,1291.7638084999999,1294.3153302,1294.3153302,1295.5400539000002,['space'],1,[0.40677329999971334],3.0637441099997886,4.086043109999991,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.9089958000004,None,,,,,"[0.7815658261441837, 0.5870474535898041, 0.6013496392730465, 0.4540123730423582]","[883.2850374190031, 149.53867482723928, 1659.35093380024, 4793.368521905814]",None,"[11.0, 10.518628407903087, 15.0, 5.0]",True,1321.8651072000002,1324.8514451,1324.8514451,1326.0731877999997,None,1,,3.4855298299989954,4.508280729999569,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.4162203000005,None,665.455337090605,2.446569919492394,6.369001838287649e-05,1,"[0.6037968020173062, 0.6037968020173062, 0.6037968020173062, 0.6037968020173062]","[419.21059348267084, 470.5479814335466, 528.1722510677396, 592.8533067936673]",Tone,"[11.0, 9.745531665775763, 8.582694964616035, 8.287388138157038]",False,1327.4182882000005,1330.2549920000001,1330.2549920000001,1331.4682923999999,['space'],1,[0.28557339999906617],3.45478323000043,4.474295429999984,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.945667,None,532.3546092205736,2.5826949646160355,8.938931412986584e-05,1,"[0.6442269208621134, 0.7734460509459179, 0.7327214066711486, 0.5008491277703337]","[335.36238908277994, 376.4315541757821, 422.5301333484291, 474.27403895071023]",Tone,"[12.900648495033222, 11.833242802693402, 11.0, 9.745531665775763]",False,1332.9455853999998,1336.1171394000003,1336.1171394000003,1337.3392107999998,['space'],1,[0.2642264000000978],3.7022201300014785,4.725444430000607,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.7179475000003,None,1624.5047927124701,5.0,0.0001028859265210038,1,"[0.6256989390011163, 0.5433086861622738, 0.5195039544114426, 0.5892879664260527]","[4093.4955679870973, 3249.0095854249403, 2578.7406168791567, 2046.7477839935486]",Major_3rd,"[6.998383765704977, 7.4017923300165425, 7.357996047207937, 11.0]",False,1340.1570505,1342.8875082000004,1342.8875082000004,1344.1066683999998,['space'],1,[0.4597562999992988],3.3266564699997616,4.342939870000009,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.5357258000004,None,,,,,"[0.5581708304983553, 0.7460538114150127, 0.5417994554134483, 0.44624311083652884]","[640.7179591933391, 570.81480853484, 508.5381812192122, 453.05601377361575]",Tone,"[8.446569919492394, 8.287388138157038, 9.0, 10.0]",True,1345.5359969,1348.4095331999997,1348.4095331999997,1349.6377098000003,None,1,,3.319693640000878,4.338429340000403,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.9411766000003,None,1548.8438179592342,10.0,0.00016579463848079987,1,"[0.7976096103825335, 0.6318694110756861, 0.40148855524948035, 0.7290762177428571]","[2458.636305962931, 2190.3959333556745, 1951.4209292463825, 1738.5184044178318]",Tone,"[7.729781002044465, 9.0, 12.0, 14.20069527069938]",False,1350.9427581999998,1353.8166781,1353.8166781,1355.0310932000002,['space'],1,[0.34127349999971557],3.5944490299998506,4.609933929999897,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.6046097999997,None,267.9433656340732,-4.0,9.368035515380568e-05,0,"[0.6134813918732178, 0.6134813918732178, 0.6134813918732178, 0.6134813918732178]","[168.79374327102366, 189.46457081379967, 212.66679023771383, 238.71040097760402]",Tone,"[11.19510911771042, 12.566600393381808, 13.565784481606322, 13.818573845899522]",False,1356.6331680000003,1359.5158391000004,1359.5158391000004,1360.7454908999998,None,0,,3.492211930000849,4.518128030000298,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.2113743999998,None,,,,,"[0.7244233690948636, 0.7107040530841706, 0.5212810397203833, 0.4560450302871852]","[149.5222779889722, 291.86650176755313, 2054.2396188793005, 846.9689859577734]",None,"[10.518628407903087, 13.618319380339361, 10.0, 10.945713403216956]",True,1362.2086436999998,1365.2078958000002,1365.2078958000002,1366.4295741000005,None,1,,3.469713830000728,4.4923340300001655,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.7409202999997,None,378.9291416275994,-6.0,4.110966093181886e-05,0,"[0.7362056620568644, 0.41846497517968423, 0.5603821709869812, 0.47084891548274665]","[150.37812951026456, 189.46457081379972, 238.71040097760408, 300.75625902052906]",Major_3rd,"[10.518628407903087, 12.566600393381808, 13.818573845899522, 13.308224635178409]",False,1367.7690979,1370.5061576999997,1370.5061576999997,1371.7066695000003,None,0,,3.219649729999219,4.220215129999815,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.0555089999998,None,4326.50671347718,0.4937651097128235,0.00011262983614597322,1,"[0.7007013136191587, 0.7007013136191587, 0.7007013136191587, 0.7007013136191587]","[2725.5284404106924, 3059.302235948837, 3433.950654160576, 3854.4792850623917]",Tone,"[7.357996047207937, 7.317684178598554, 7.416849728278493, 7.297497051478493]",False,1373.0553814000004,1376.1764900999997,1376.1764900999997,1377.4012707000002,['space'],1,[0.23883599999999205],3.847861530000955,4.865823730000557,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.97138,None,3031.4331330207992,-7.0,2.5817684279586824e-05,0,"[0.5949711281498274, 0.5949711281498274, 0.5949711281498274, 0.5949711281498274]","[4812.100144328472, 4287.093850145177, 3819.3664156416703, 3402.668643803426]",Tone,"[5.0, 6.4937651097128235, 7.297497051478493, 7.416849728278493]",False,1380.5824579999999,1383.4012087,1383.4012087,1384.606694,None,0,,3.403498319999926,4.4050808199999665,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385.0415463999998,None,329.87697769322364,-1.0,8.44539939287158e-05,0,"[0.5302102158718196, 0.700320887383044, 0.5999548983046025, 0.768417132266487]","[229.21176559747423, 159.41143675355227, 159.93250300514248, 2167.3803569621914]",None,"[13.818573845899522, 11.0, 11.0, 9.603771077163932]",False,1386.0546317999997,1388.9259391000005,1388.9259391000005,1390.152516,None,0,,3.646480630000042,4.66850593000072,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.7729331,None,5600.08915257323,-4.0,8.241373915010249e-05,0,"[0.42582843580761454, 0.6186811718682625, 0.7247328251553271, 0.48473375608981567]","[368.1524792368198, 333.4858708886595, 213.69463972883165, 181.57658777691373]",None,"[12.0, 12.900648495033222, 13.565784481606322, 12.0]",False,1391.7831588999998,1394.5830549000002,1394.5830549000002,1395.7892858000005,None,0,,3.2970985299998574,4.3063840300001175,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.1413339,None,233.2582478842019,3.0,0.00028290724822979506,1,"[0.4204907368289554, 0.6618646011655149, 0.444112669443643, 0.6748693804455337]","[1296.3989522194809, 4437.674008572678, 305.6301815517337, 5283.883482368918]",None,"[16.0, 6.0, 13.308224635178409, 3.424138538578352]",False,1398.3989364,1400.944754,1400.944754,1402.1760156999999,['space'],1,[0.6269662999998218],3.2362902300001224,4.259172829999443,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.7098359000001,None,799.6596075492264,4.0,6.083382992107069e-05,1,"[0.6248153250534092, 0.6918480047988997, 0.4240891363284945, 0.6651138126044324]","[1269.3805022401195, 1130.8894622780626, 1007.5079723019436, 897.587561039974]",Tone,"[16.0, 14.764429412170614, 12.753732655716997, 11.0]",False,1403.7118176000004,1406.4733026000004,1406.4733026000004,1407.6773034999997,['space'],1,[0.3284739999994599],3.4545244299988553,4.457761829999072,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.2216067999998,None,,,,,"[0.43047729333653467, 0.4815779390769275, 0.4137005733514192, 0.7774244157010721]","[1090.4240934172321, 1373.8482686089042, 1730.940352981984, 2180.8481868344634]",Major_3rd,"[14.0, 16.545527686064084, 14.20069527069938, 9.603771077163932]",True,1409.2272006000003,1411.5731016999998,1411.5731016999998,1412.7939136000005,['space'],0,[0.10079799999994066],3.134429729999283,4.157747829999607,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.4283821,None,1546.9130591851047,10.0,0.00016527883797989008,1,"[0.41588239992481757, 0.4198469861045276, 0.7408554371280943, 0.6518748035960811]","[1864.6765120057735, 2492.2418091696345, 4350.808706134448, 578.9614157120924]",None,"[12.653614237667398, 7.729781002044465, 6.4937651097128235, 8.287388138157038]",False,1414.4334927,1417.0485461999997,1417.0485461999997,1418.2754123000004,['space'],1,[0.4492939999995542],3.2765360299999884,4.298620929999743,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.7893866000004,None,2186.6734655783384,3.0,0.00011151959124465976,1,"[0.6104607041380546, 0.6104607041380546, 0.6104607041380546, 0.6104607041380546]","[433.8909699462503, 650.1019108633544, 974.0522937376174, 1459.4294449550364]",Perfect_5th,"[10.466518661113334, 8.446569919492394, 12.753732655716997, 16.545527686064084]",False,1419.7958485999998,1422.6594763000003,1422.6594763000003,1423.8892432000002,['space'],1,[0.35505520000015167],3.4966006300001027,4.5264546299995345,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.3737572,None,,,,,"[0.5566809620920763, 0.6201250590780398, 0.4208618800112299, 0.7075656395349831]","[726.8078631182533, 1842.3597071367, 2400.2827371977896, 1762.1923624628541]",None,"[9.0, 13.0, 8.0, 14.0]",True,1425.373528,1427.9839833000005,1427.9839833000005,1429.2120631999996,['space'],0,[0.07635699999946155],3.342536129999644,4.361581629999819,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,9,0,9,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.7797308999998,None,267.9433656340732,4.0,0.00023531441300984315,1,"[0.488066200278661, 0.7739060885951616, 0.5275944992618751, 0.7270654047393932]","[168.79374327102366, 189.46457081379967, 212.66679023771383, 238.71040097760402]",Tone,"[11.19510911771042, 12.566600393381808, 13.565784481606322, 13.818573845899522]",False,1430.7997033000001,1433.6254129999998,1433.6254129999998,1434.8456044000004,['space'],1,[0.44954619999998613],3.5323791300006633,4.54811663000055,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,10,0,10,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.0052243,None,191.67289047997667,6.566600393381808,0.0006299168320687353,1,"[0.5460394097666076, 0.6420617520708214, 0.6936184517917038, 0.5063007082021675]","[482.98541881983454, 383.34578095995334, 304.26174798170047, 241.49270940991727]",Major_3rd,"[9.745531665775763, 11.833242802693402, 13.308224635178409, 13.818573845899522]",False,1467.0042120999997,1469.9036539999997,1469.9036539999997,1471.1215733999998,['space'],1,[0.5010827000000972],3.420714530000623,4.445989830001054,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,10,0,10,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.4990066,None,,,,,"[0.6566494148457853, 0.6675561908679339, 0.5448425818710542, 0.503763810802084]","[215.90839244808117, 192.35251006773683, 171.36660465042345, 152.67028841512456]",Tone,"[13.565784481606322, 12.566600393381808, 11.89549327517948, 10.518628407903087]",True,1472.4985699,1475.4095201,1475.4095201,1476.6278583000003,None,1,,3.4100711299997783,4.427470030000222,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,10,0,10,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.9670287999998,None,3482.202253184498,-7.0,3.343459109716619e-05,0,"[0.5492455592285883, 0.6122791970923742, 0.4109005993703434, 0.790359129816065]","[2193.6499593892527, 2462.2888266898335, 2763.8257599355534, 3102.289523667471]",Tone,"[9.0, 7.729781002044465, 7.262032003682652, 7.317684178598554]",False,1478.049884,1480.6585523000003,1480.6585523000003,1481.8689329,None,0,,3.389085509999859,4.423346010000387,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
