tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_late.rt,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_both,Audiogram_none,Audiogram_time,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,9,0,9,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.972552500025,None,,,,,"[0.7749749863622343, 0.7749749863622343, 0.7749749863622343, 0.7749749863622343]","[614.325123923644, 189.777326502563, 145.75388014422498, 732.2350062131678]",None,"[24.246310835369716, 15.196392041115487, 16.48237047555321, 19.0]",True,1438.9958640999976,1442.3486292000161,1442.3486292000161,1443.5630688000238,None,1,4.120057666674256,5.135256266628858,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.1811881000176,None,2462.2888266898335,13.0,0.0003799466758702643,0,"[0.5284306461861139, 0.5284306461861139, 0.5284306461861139, 0.5284306461861139]","[238.82059216048543, 4515.921891717, 2676.8381550434347, 885.5414701332255]",None,"[17.0, 15.0, 17.634980621918327, 15.699648179946783]",False,1445.1995455999859,1447.824548500008,1447.824548500008,1449.0587401000084,None,0,3.1545747333439067,4.187792033364531,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.4361314999987,None,8000.0,13.0,0.0008109050486794653,0,"[0.5634872732282256, 0.6182732923432139, 0.5686007263532941, 0.6457678888916064]","[333.5157585161026, 2622.232884097839, 2889.902693648344, 1127.9190327782037]",None,"[25.999999999999996, 17.634980621918327, 18.0, 14.273568653459192]",False,1450.464352799987,1453.2299019999919,1453.2299019999919,1454.4606629000045,None,0,3.4340917333611287,4.464841533335857,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.9920039999997,None,398.7409936453372,24.0,0.0012184852608258649,1,"[0.7668393548417043, 0.7668393548417043, 0.7668393548417043, 0.7668393548417043]","[251.19108567487905, 281.95246054367993, 316.4809363877267, 355.2378401086361]",Tone,"[18.0, 21.0, 24.0, 27.619031884387162]",False,1456.0165725999977,1459.3407509999815,1459.3407509999815,1460.577521500003,['space'],1,4.099743066646624,5.129281166649889,None,1,,None,1,,[0.44979980000061914],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.2125023999834,None,8000.0,15.0,0.001020868972334765,0,"[0.5382502042529366, 0.5382502042529366, 0.5382502042529366, 0.5382502042529366]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[13.816603791135027, 12.460225176586967, 12.789279036862018, 14.0]",False,1464.2610890999786,1466.9054314999958,1466.9054314999958,1468.1437099000323,None,0,3.180128300038632,4.2010006000055,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.5208139999886,None,,,,,"[0.4135540375447903, 0.4135540375447903, 0.4135540375447903, 0.4135540375447903]","[3537.5305694203425, 2361.0183947035443, 1575.790724839424, 1051.7141306735748]",Perfect_5th,"[18.0, 17.481046052572484, 17.0, 14.089441365949824]",True,1469.5388541999855,1471.8146590000251,1471.8146590000251,1473.0463103000075,None,1,2.6934232666390017,3.7114247666322626,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.3055135000031,None,391.7620976764789,24.0,0.0012472001036669881,1,"[0.5469333847433031, 0.43780516622850996, 0.4264954357314359, 0.48082569659065166]","[400.4626692148348, 4389.814207263824, 1003.6151088732812, 671.562814588531]",None,"[30.0, 16.0, 14.255459156384784, 22.0]",False,1474.3184672999778,1476.7715480999905,1476.7715480999905,1478.0067453000229,['space'],1,2.909620866703335,3.9280494666891173,None,1,,None,1,,[0.5235180999734439],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.3016809999826,None,2297.3967099940687,8.0,0.00020447824836438333,0,"[0.6141347890398667, 0.5778939796881744, 0.42325041168952, 0.768644397246391]","[1871.027361757221, 3003.420007897871, 189.86961489982374, 2510.9264214262457]",None,"[17.73603578707793, 18.113642233224674, 15.196392041115487, 17.495035524627113]",False,1481.0743735000142,1483.7022613000008,1483.7022613000008,1484.9362344000256,None,0,3.4109455666621216,4.44482926663477,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.5777882999973,None,3491.3283960963804,12.141313977893368,0.0003035220397164467,0,"[0.479516561410343, 0.479516561410343, 0.479516561410343, 0.479516561410343]","[692.7672960912302, 1037.9781423622135, 1555.209996344616, 2330.182143552496]",Perfect_5th,"[21.0, 14.089441365949824, 17.0, 17.481046052572484]",False,1486.5993218999938,1489.0565455000033,1489.0565455000033,1490.2882847000146,None,0,2.937423466646578,3.976803666620981,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.642076499993,None,942.7528828925052,8.79019500895358,0.00011671735555839016,0,"[0.4462237283666161, 0.7655708106518695, 0.7501499630756147, 0.43873475181778443]","[646.3184445029938, 464.4662006382494, 156.6255058625987, 509.7140655037888]",None,"[23.0, 30.282871582023972, 16.0, 29.0]",False,1491.652550400002,1494.627864399983,1494.627864399983,1495.859917099995,None,0,3.4435724666691385,4.471512766671367,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,9,0,9,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.1838462000014,None,615.5722066724584,21.0,0.000599330541482996,0,"[0.6683888267959457, 0.47117646226444404, 0.41870206254805664, 0.5450705641089306]","[4786.493275573535, 1187.0353576326188, 3830.9911746927196, 167.80727271342607]",None,"[14.0, 14.273568653459192, 17.730040329576703, 15.593117235502163]",False,1498.8291786999907,1501.4184051000047,1501.4184051000047,1502.6405850999872,None,0,3.1163375333417207,4.151053433364723,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.1466758000315,None,164.93848884661182,10.0,0.0012432034805456682,0,"[0.4128390201661428, 0.4128390201661428, 0.4128390201661428, 0.4128390201661428]","[261.82353070515677, 233.25824788420192, 207.809474035697, 185.13719403582058]",Tone,"[19.0, 16.67353767314307, 15.349362697800428, 15.196392041115487]",False,1508.1603581000236,1510.4374295999878,1510.4374295999878,1511.6556331000174,None,0,2.6907674333197065,3.7292972332797945,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.944089800003,None,2317.0395207273455,11.481046052572484,0.0003069136815697036,0,"[0.7192879551971607, 0.7192879551971607, 0.7192879551971607, 0.7192879551971607]","[343.28634393292987, 4816.574111140267, 2899.889346394974, 242.9836439422354]",None,"[27.0, 14.0, 18.0, 17.0]",False,1512.9547134999884,1516.1264094000217,1516.1264094000217,1517.3587751000305,None,0,3.8931660667294636,4.9321890667197295,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.9500886999886,None,384.31760365047074,23.1779254713205,0.0011624374105202006,0,"[0.5192082688059049, 0.5507333868288405, 0.48457135988820144, 0.5519231367890343]","[195.37996123131936, 148.68614337424094, 3819.6121700675358, 6145.033666074927]",None,"[15.196392041115487, 16.48237047555321, 17.730040329576703, 12.404123558701539]",False,1518.9634241000167,1521.5584079999826,1521.5584079999826,1522.796784200007,None,0,3.1289373665931635,4.144388366607018,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.1676632000017,None,,,,,"[0.5671763856460934, 0.5671763856460934, 0.5671763856460934, 0.5671763856460934]","[309.85622509574324, 276.0505137456021, 245.933048837939, 219.1014379580653]",Tone,"[23.567420424198872, 20.0, 17.918162811098448, 15.82279187518521]",True,1524.1804437999963,1526.9013854999794,1526.9013854999794,1528.121922100021,None,1,3.2879852665937506,4.317746066604741,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.545472799975,None,1414.213562373095,8.0,0.00012668031067102203,1,"[0.6867359032486469, 0.43207685640023363, 0.6149558197007634, 0.7797352924571586]","[153.23922548171882, 2557.317948024842, 2094.340168339305, 373.4495333576377]",None,"[16.00998635593256, 17.634980621918327, 17.568232151664297, 29.0]",False,1529.566251399985,1532.3402375000296,1532.3402375000296,1533.555975300027,['space'],1,3.539129866694566,4.560710566700436,None,1,,None,1,,[0.423731199989561],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.1889460000093,None,1139.7775052264253,8.273568653459192,0.00012935097492693538,1,"[0.5581495812179521, 0.6460197071411578, 0.5239460499067876, 0.7630747987751231]","[586.9332563541502, 846.2306728224015, 713.3580974009077, 2269.5622191216266]",None,"[26.0, 16.0, 20.0, 17.481046052572484]",False,1535.2024960999843,1537.9652598000248,1537.9652598000248,1539.206648499996,['space'],1,3.513057866715826,4.52873166667996,None,1,,None,1,,[0.6829546999651939],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.7936470999848,None,8000.0,15.0,0.001020868972334765,1,"[0.4987574193625607, 0.6034814309915117, 0.6172057478757017, 0.6469220453788312]","[4037.3950847639935, 3260.1251426214994, 1016.0976908968354, 508.9432751039261]",None,"[17.0, 18.242212058307175, 14.255459156384784, 29.0]",False,1542.5845344000263,1545.332092800003,1545.332092800003,1546.5663856000174,['space'],1,3.37106753338594,4.406601833412424,None,1,,None,1,,[0.9961129000294022],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547.0552749999915,None,2646.950712298405,11.634980621918327,0.00029302425061080497,0,"[0.4238046158014409, 0.569490438101859, 0.6452592854787941, 0.5662255517967958]","[891.4601764228937, 583.8606569820524, 539.6799765022866, 2980.9177547814975]",None,"[15.699648179946783, 26.0, 27.9687080657157, 18.0]",False,1548.0573387999902,1550.7294848000165,1550.7294848000165,1551.9430733000045,None,0,3.2416995666571893,4.269492166640703,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.393262700003,None,,,,,"[0.4823357501741641, 0.4823357501741641, 0.4823357501741641, 0.4823357501741641]","[417.83457013381144, 894.0954781982754, 2977.1607976085697, 170.71996571270634]",None,"[30.194537947803656, 15.699648179946783, 18.0, 15.593117235502163]",True,1553.4109080000198,1555.8779653999954,1555.8779653999954,1557.0997779000318,['space'],0,2.9518800666555762,3.9833416666369885,None,1,,None,1,,[0.61979920003796],0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.443875900004,None,6836.413104103294,7.552112816577588,0.0003489432301063121,1,"[0.6592580458845088, 0.6592580458845088, 0.6592580458845088, 0.6592580458845088]","[1356.516169142844, 2032.4777761243688, 3045.275835561721, 4562.758335463676]",Perfect_5th,"[15.401470255701224, 17.68494805930083, 18.113642233224674, 15.0]",False,1558.460615399992,1561.4724160999758,1561.4724160999758,1562.6826358999824,['space'],1,3.667978866607882,4.694926266616676,None,1,,None,1,,[0.8059069000300951],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.2170033000293,None,1414.213562373095,5.0,8.968279190402293e-05,0,"[0.49756152031953016, 0.46997120557681726, 0.4066539620888385, 0.41248073565443427]","[5484.139701731054, 4328.179111114921, 939.9968826020818, 6738.392828399951]",None,"[12.460225176586967, 16.0, 14.79019500895358, 13.0]",False,1564.2400534999906,1566.6310986999888,1566.6310986999888,1567.8502550999983,None,0,2.794151166744996,3.8328537667402998,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.138901600032,None,217.63764082403114,17.0,0.0016345528837347653,0,"[0.7219130408831385, 0.7219130408831385, 0.7219130408831385, 0.7219130408831385]","[137.1031224618283, 153.8930516681146, 172.7391099959721, 193.89309522921693]",Tone,"[16.957541303895, 16.00998635593256, 15.301736209859286, 15.196392041115487]",False,1569.172784800001,1572.3729563999805,1572.3729563999805,1573.5892480000039,None,0,3.908645033312496,4.946520233293995,None,1,,['space'],0,[-4.159677599964198],,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.1718686000095,None,,,,,"[0.42227631290814127, 0.42227631290814127, 0.42227631290814127, 0.42227631290814127]","[1052.639873141451, 1181.5483081384718, 1326.2431341295833, 1488.6575848913346]",Tone,"[14.089441365949824, 14.273568653459192, 15.401470255701224, 16.799106454687937]",True,1575.1803611000068,1577.4729865000118,1577.4729865000118,1578.7000199999893,None,1,2.735221866692882,3.7548401666572317,None,1,,['space'],0,[-3.0507102999836206],,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.9881751000066,None,1000.0,12.0,0.00017537593697628396,1,"[0.6997123692899301, 0.6997123692899301, 0.6997123692899301, 0.6997123692899301]","[4714.581937568837, 827.8099663899468, 1967.2180785766957, 231.73838893388316]",None,"[14.894798918563994, 16.949800256527006, 17.68494805930083, 16.67353767314307]",False,1580.014067800017,1583.1486559999757,1583.1486559999757,1584.3626063999836,['space'],1,3.812253466632683,4.833590166643262,None,1,,None,1,,[0.5009680000366643],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.9149042000063,None,7817.7304465061125,9.0,0.000496074861919247,0,"[0.4715944828598384, 0.4715944828598384, 0.4715944828598384, 0.4715944828598384]","[623.9761527009309, 2199.5858543354598, 173.21178844340253, 2134.7898293519834]",None,"[24.0, 17.568232151664297, 15.301736209859286, 17.568232151664297]",False,1585.934750400018,1588.3693925000262,1588.3693925000262,1589.5881630000076,None,0,2.915026966598816,3.946003866614774,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.9407751000253,None,378.9291416275994,8.0,0.00020603637237773438,1,"[0.7849247412777435, 0.7849247412777435, 0.7849247412777435, 0.7849247412777435]","[1145.2811796616813, 3579.814015952198, 746.657197054548, 1395.1062695812698]",None,"[14.273568653459192, 18.0, 19.0, 16.0]",False,1595.2680184000055,1598.660340500006,1598.660340500006,1599.9052388999844,['space'],1,4.146527666598558,5.177026566641871,None,1,,None,1,,[0.7850065000238828],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.513042400009,None,,,,,"[0.5572388169634783, 0.7647878684615599, 0.6170418575482373, 0.6155957355286402]","[1040.9931125194023, 853.1675336881742, 969.1587255928935, 7420.432353507424]",None,"[14.089441365949824, 16.0, 14.255459156384784, 14.564248930231013]",True,1601.5276440000162,1604.51339919999,1604.51339919999,1605.7288778999937,None,1,3.5846321666031145,4.612479466653895,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.1880696000298,None,331.15119638412193,19.684115313435463,0.0009105571438411073,0,"[0.5679103600775136, 0.5683898966157447, 0.7102941734290072, 0.6438658460623553]","[547.5027580990735, 4752.092327733255, 3292.6376490079856, 150.7536030721944]",None,"[27.0, 14.0, 18.242212058307175, 16.00998635593256]",False,1607.208904500003,1610.0918131999788,1610.0918131999788,1611.3170574000105,None,0,3.510572666709777,4.542324266687501,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,10,0,10,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.8138719000272,None,6742.093825827756,7.000000000000001,0.0003210525247882487,1,"[0.42059005912785763, 0.42059005912785763, 0.42059005912785763, 0.42059005912785763]","[4247.252965763323, 4767.380263638759, 5351.2034157936405, 6006.522747011843]",Tone,"[16.01533696934428, 14.0, 12.95884971653413, 12.404123558701539]",False,1612.826821500028,1615.1107409999822,1615.1107409999822,1616.3526885000174,['space'],1,2.6979483666364104,3.7289365666219965,None,1,,None,1,,[0.8003619000082836],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
