tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,9,0,9,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.8595421999926,None,3249.0095854249403,-1.0,6.306245448465075e-05,1,"[0.5008819991934301, 0.6924858880564304, 0.7019627884385111, 0.4293834224764879]","[241.73505843172276, 156.4746149297983, 2767.6960147295126, 256.3762257986056]",None,"[10.0, 10.062230116357714, 9.878919472691907, 9.542511536681426]",False,1415.9028377999784,1418.839408300002,1418.839408300002,1420.0694688999793,['space'],1,3.3653283333405852,4.39675903331954,None,1,None,1,,[0.05916820000857115],,,"{'estimation': [[125.0, -0.4558485823176558], [131.4370778489227, -1.0], [133.9716828170366, -1.2065346332311235], [141.97758304184893, -2.0], [143.5872943746293, -2.159042346435484], [151.86576738960935, -3.0], [153.89305166811442, -3.2033987004306472], [162.44381931358106, -4.0], [164.9384888466115, -4.225750900683659], [174.98755362773952, -4.999999999999999], [176.77669529663666, -5.133524278070563], [189.46457081379947, -5.868447833618092], [192.62934532903347, -6.0], [203.0630990890585, -6.424474093497869], [217.6376408240306, -6.809507817579458], [228.77576843089923, -7.0], [233.25824788420132, -7.075376492075685], [249.99999999999923, -7.2616064933922555], [267.94336563407256, -7.4104785895829846], [287.1745887492579, -7.551088405876541], [307.78610333622805, -7.695929752557819], [329.87697769322244, -7.842347746802638], [353.55339059327247, -7.9742623757972115], [360.6862756852499, -8.0], [378.929141627598, -8.06397577104731], [406.12619817811606, -8.072827352215398], [424.25179964989263, -8.0], [435.2752816480601, -7.957945103408688], [466.5164957684015, -7.681265986956619], [499.9999999999975, -7.205243247947232], [510.17439136684743, -7.0], [535.8867312681438, -6.500854087727912], [556.3035292082523, -6.0], [574.3491774985143, -5.57367518439873], [595.0757942304537, -5.0], [615.5722066724546, -4.457484202764336], [631.4701293379504, -4.0], [659.7539553864432, -3.2181578486078353], [667.7598575219722, -3.0], [705.3069380644979, -2.0], [707.1067811865431, -1.9543396394516055], [748.9886327630292, -1.0], [757.8582832551941, -0.8047891242202991], [806.7697531566508, 0.0], [812.2523963562301, 0.0881780565289888], [870.5505632961181, 0.5834155764304805], [933.0329915368008, 0.5771306706477344], [999.9999999999926, 0.010611094562427925], [1000.6547811834289, 0.0], [1064.3916730880524, -1.0], [1071.773462536285, -1.109984982653749], [1114.2782341775944, -2.0], [1148.698354997026, -2.684056655923803], [1162.6313391848512, -3.0], [1205.3771320209169, -4.0], [1231.1444133449063, -4.5540926827444785], [1251.415479893766, -5.0], [1295.6651345093799, -6.0], [1319.5079107728848, -6.489646643656348], [1346.7942355563032, -7.0], [1400.44243513567, -8.0], [1414.2135623730828, -8.235712173601705], [1472.6507600471352, -9.0], [1515.7165665103846, -9.537081709909216], [1591.6016636723318, -10.0], [1624.5047927124563, -10.197038079003123], [1741.1011265922318, -10.086360061038116], [1752.9536666492595, -10.0], [1866.065983073597, -9.199020025921147], [1883.2192648385812, -9.0], [1967.8319887913995, -8.0], [1999.9999999999802, -7.637835582514997], [2045.9927748540474, -7.0], [2115.721210157891, -6.0], [2143.5469250725646, -5.632915910482474], [2189.49921057158, -5.0], [2258.796677636351, -4.0], [2297.3967099940432, -3.4904135525511313], [2339.559393227942, -3.0], [2422.397558281253, -2.0], [2462.2888266898062, -1.5518331690345457], [2531.2480363991817, -1.0], [2639.0158215457564, -0.14607119290696124], [2681.774044797587, 0.0], [2828.427124746159, 0.4910473764812371], [3031.4331330207656, 0.23963195390615843], [3077.6429890528707, 0.0], [3249.0095854249043, -0.8647330978410348], [3266.5719583935415, -1.0], [3394.7527782250127, -2.0], [3482.2022531844555, -2.638278541059445], [3523.672745208982, -3.0], [3634.9752479781378, -4.0], [3732.1319661471844, -4.7897512731744865], [3757.4500891840325, -5.0], [3873.554607313098, -6.0], [3999.9999999999504, -6.983243795593111], [4002.4443611097654, -7.0], [4145.49983343372, -8.0], [4287.093850145118, -8.897953196064424], [4308.452941977352, -9.0], [4523.171455882977, -10.0], [4594.793419988081, -10.304416587305496], [4892.762599989016, -11.0], [4924.577653379601, -11.071484968713783], [5278.0316430915, -11.220718495519447], [5504.343712385633, -11.0], [5656.854249492303, -10.856335267604265], [6062.866266041508, -10.175584417221197], [6154.134931265039, -10.0], [6498.019170849792, -9.357759064543016], [6708.182957341906, -9.0], [6964.404506368894, -8.572256218407851], [7411.9428031783455, -8.0], [7464.2639322943505, -7.932557709130779], [7999.999999999892, -7.4826218822834]], 'plus_line': [[125.0, -3.0700182494657087], [133.9716828170366, -3.8117563584362144], [135.7116118634643, -4.0], [143.5872943746293, -4.850524308330179], [144.9530351556294, -5.0], [153.89305166811442, -5.962555239008384], [154.27897867988437, -6.0], [164.88504145742243, -7.0], [164.9384888466117, -7.004896476610779], [176.77669529663666, -7.91229636300726], [178.23640723810817, -8.0], [189.46457081379947, -8.673501680114134], [197.04401065000854, -9.0], [203.0630990890585, -9.271968517044934], [217.6376408240306, -9.711147010873617], [233.25824788420132, -9.991840973799635], [234.0212309985114, -10.0], [249.99999999999937, -10.18550272583258], [267.94336563407256, -10.309942576974713], [287.1745887492579, -10.425451766047534], [307.78610333622805, -10.563289931687901], [329.87697769322244, -10.717335692077238], [353.55339059327247, -10.855671605376235], [378.929141627598, -10.939631980637031], [406.12619817811606, -10.936514252563843], [435.2752816480601, -10.820542642270395], [466.5164957684015, -10.55984935053488], [499.9999999999975, -10.088404277404212], [504.3333691786862, -10.0], [535.8867312681438, -9.41510459564378], [552.4732319609215, -9.0], [574.3491774985151, -8.479486766394832], [591.2774849099345, -8.0], [615.5722066724546, -7.324676169952744], [626.7145231442952, -7.0], [659.7539553864424, -6.024286157851802], [660.6482975239721, -6.0], [697.8845566017251, -5.0], [707.1067811865431, -4.755951771211875], [740.7828393357883, -4.0], [757.8582832551941, -3.6212468903100534], [795.7283584535858, -3.0], [812.2523963562301, -2.741548487880416], [870.5505632961181, -2.247761212690431], [933.0329915368008, -2.2281554625697515], [999.9999999999926, -2.756063642479443], [1015.4350890441508, -3.0], [1071.773462536285, -3.8407182209859387], [1079.2300175297203, -4.0], [1126.1701737241358, -5.0], [1148.698354997026, -5.416150996949796], [1172.676362024372, -6.0], [1217.2575719954448, -7.0], [1231.1444133449063, -7.270630013088036], [1261.836446429633, -8.0], [1309.5987089656735, -9.0], [1319.5079107728832, -9.18272991053363], [1360.7432117269082, -10.0], [1414.2135623730828, -10.89685558217321], [1421.9567942839037, -11.0], [1498.6325983012143, -12.0], [1515.7165665103846, -12.203994515302629], [1624.5047927124563, -12.871981719973244], [1741.1011265922318, -12.804331052322175], [1857.5647243923893, -12.0], [1866.065983073597, -11.943496932604441], [1950.8214538391264, -11.0], [1999.9999999999827, -10.423784550393613], [2033.3604762938767, -10.0], [2103.1989297421305, -9.0], [2143.5469250725646, -8.421069198468228], [2177.287622165697, -8.0], [2247.530326890168, -7.0], [2297.396709994046, -6.273849116188085], [2323.019797835158, -6.0], [2408.5133809545528, -5.0], [2462.2888266898062, -4.352449713798694], [2508.666947914357, -4.0], [2634.0870923369735, -3.0], [2639.01582154576, -2.9624425962350385], [2828.427124746159, -2.397803596274656], [3031.4331330207615, -2.6932132980581516], [3089.3170883152065, -3.0], [3249.0095854249043, -3.8135342962563272], [3272.620298057239, -4.0], [3397.8020347089005, -5.0], [3482.2022531844555, -5.575505669414618], [3529.166236340864, -6.0], [3640.863997437421, -7.0], [3732.1319661471844, -7.662268418119301], [3771.77252493864, -8.0], [3888.1419889475164, -9.0], [3999.9999999999504, -9.759681650172276], [4034.956372352341, -10.0], [4181.619465254208, -11.0], [4287.093850145118, -11.58649694187125], [4377.2666169989825, -12.0], [4594.7934199880865, -12.892424690250808], [4642.7957232251065, -13.0], [4924.577653379601, -13.622263429316924], [5278.031643091506, -13.734900264563475], [5656.854249492303, -13.37489644735782], [5868.70773351518, -13.0], [6062.866266041508, -12.689350033607031], [6429.388933540643, -12.0], [6498.019170849792, -11.878258777969094], [6964.404506368894, -11.134473684177124], [7078.476688962179, -11.000000000000002], [7464.2639322943505, -10.585746394414745], [7999.999999999882, -10.322680023788369]], 'minus_line': [[125.0, 2.1828703824741376], [126.9623990519623, 2.0], [133.9716828170366, 1.4083851555558284], [138.2969067986471, 1.0], [143.5872943746293, 0.5181873416793692], [148.9315638725497, 0.0], [153.89305166811442, -0.47174271725826167], [159.58775201739363, -1.0], [164.93848884661162, -1.4816094786937457], [171.5140796625596, -2.0], [176.77669529663677, -2.3949584378107396], [187.22733191795237, -3.0], [189.46457081379947, -3.1221231853688236], [203.0630990890585, -3.5991041356495685], [217.6376408240306, -3.928868783739471], [222.25388853887506, -4.0], [233.25824788420132, -4.146310657410217], [249.99999999999923, -4.32712132464129], [267.94336563407256, -4.511243987910633], [287.1745887492579, -4.70025022608149], [307.78610333622805, -4.8852928147197225], [322.1781102980316, -5.0], [329.87697769322244, -5.051604577710811], [353.55339059327247, -5.184697169275513], [378.929141627598, -5.285898439853851], [406.12619817811606, -5.318202555637146], [435.2752816480601, -5.226677542968164], [461.46677772425994, -5.0], [466.5164957684015, -4.952134958070914], [499.9999999999975, -4.436576453615452], [521.857732751658, -4.0], [535.8867312681438, -3.7139093991566225], [565.6126844585327, -3.0], [574.3491774985143, -2.794145198612782], [603.8321366279746, -2.0], [615.5722066724546, -1.7025740645581249], [640.3865955613611, -1.0], [659.7539553864432, -0.4952339133761775], [677.8424535589307, 0.0], [707.1067811865431, 0.7448254619510285], [717.9126456617348, 1.0], [757.8582832551932, 1.9024913849759122], [763.5212348317295, 2.0], [812.2523963562301, 2.825447586209113], [832.4755212788056, 3.0], [870.5505632961181, 3.342926684162591], [933.0329915368008, 3.317373328540258], [966.2625366513911, 3.0], [999.9999999999926, 2.711638793132543], [1044.4616276698484, 2.0], [1071.773462536285, 1.5728474738645044], [1100.5729513904164, 1.0], [1146.9021744341069, 0.0], [1148.698354997026, -0.03570549348507554], [1193.223264947113, -1.0], [1231.1444133449063, -1.9109701207297962], [1235.590194573395, -2.0], [1282.2121640744833, -3.0], [1319.5079107728832, -3.8662407985352645], [1327.162361019, -4.0], [1381.0113146210635, -5.0], [1414.2135623730828, -5.6308693289934935], [1442.7754968087168, -6.0], [1515.7165665103846, -6.971652450277056], [1520.09907889251, -7.0], [1624.5047927124563, -7.602576988268945], [1741.1011265922318, -7.464343958166884], [1803.5376843643548, -7.0], [1866.065983073597, -6.538714789876655], [1909.4782491337132, -6.0], [1997.146565126458, -5.0], [1999.9999999999802, -4.969622978173954], [2062.3850188379965, -4.0], [2138.3892891158553, -3.0], [2143.5469250725646, -2.9387610919767964], [2203.8151096613315, -2.0], [2276.5726520548815, -1.0], [2297.396709994046, -0.7536974435627287], [2355.689292392848, 0.0], [2440.1783968637233, 1.0], [2462.2888266898062, 1.2308463648249246], [2550.672528258819, 2.0], [2639.01582154576, 2.703850281575218], [2719.7000684472305, 3.0], [2828.427124746159, 3.4150361896165315], [3031.4331330207656, 3.205847410380846], [3071.38047937072, 3.0], [3249.0095854249043, 2.099249716725818], [3262.3461734896996, 2.0], [3392.110471553087, 1.0], [3482.202253184451, 0.2812153912318901], [3516.4758925657416, 0.0], [3627.06064473228, -1.0], [3732.1319661471844, -1.995844720142201], [3732.6703987157557, -2.0], [3855.3193623377715, -3.0], [3961.890584317433, -4.0], [3999.999999999946, -4.3086131781374855], [4102.837709974823, -5.0], [4234.796619405441, -6.0], [4287.093850145118, -6.350932588394015], [4422.022762770066, -7.0], [4594.7934199880865, -7.848979100121064], [4652.053942285338, -8.0], [4924.577653379601, -8.654494217199225], [5278.031643091513, -8.807137212573576], [5656.854249492303, -8.411198255650755], [5888.40748632821, -8.0], [6062.866266041501, -7.675689743235789], [6406.53998883575, -7.0], [6498.019170849792, -6.8160254019902], [6964.404506368894, -6.001742571711653], [6965.62839543843, -6.0], [7464.2639322943505, -5.272802841286579], [7713.303254886996, -5.0], [7999.999999999882, -4.659214706401364]]}",,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,9,0,9,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.3623008000432,None,125.0,-8.0,0.0002877199686685786,1,"[0.6397222349359246, 0.41707059876147734, 0.6193314850798701, 0.6671754487729893]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[6.0, 2.0, 8.0, 10.543619371000801]",False,1421.4406823000172,1424.1438633999787,1424.1438633999787,1425.3795301000355,['space'],1,3.3542082333005965,4.385010633268394,None,1,None,1,,[0.7592562000500038],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,9,0,9,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.9009458000073,None,4287.0938501451765,-8.0,4.1281300523548036e-05,0,"[0.6399910577034876, 0.6399910577034876, 0.6399910577034876, 0.6399910577034876]","[2654.3977175091554, 7565.51334944303, 7600.663109601604, 228.0506645538365]",None,"[9.67595133734369, -8.0, -8.0, 10.096333932716702]",False,1426.919173900038,1429.8825770999538,1429.8825770999538,1431.1089027000125,None,0,3.5963520332006738,4.627719933283515,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,9,0,9,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.6028981000418,None,126.0844219944717,3.490574947021435,0.0010657569103746077,1,"[0.7772466769202873, 0.7772466769202873, 0.7772466769202873, 0.7772466769202873]","[200.5763493134463, 659.4070570772615, 1551.4629035366547, 4405.984113182371]",None,"[10.567047562418644, 7.672047411979337, -2.5412642016218587, -2.0]",False,1432.603950300021,1435.9539482999826,1435.9539482999826,1437.1889784999657,['space'],1,4.146014966652729,5.180234266677871,None,1,None,1,,[0.27398810000158846],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.4592096999986,None,,,,,"[0.4010364090370583, 0.4010364090370583, 0.4010364090370583, 0.4010364090370583]","[1106.2302432383801, 484.05357610086753, 7244.352997850599, 140.67707212224525]",None,"[7.0, 1.6183389177672183, -7.0, 9.883499719674859]",True,1444.4499014000176,1446.6967029999942,1446.6967029999942,1447.9361714000115,['space'],0,2.6506949667818844,3.6798859667032957,None,1,None,1,,[0.6756456999573857],0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.1937584000407,None,136.44638498103023,3.701383027368968,0.0009506731566467404,1,"[0.6514198987084066, 0.6514198987084066, 0.6514198987084066, 0.6514198987084066]","[343.82334523931934, 272.89276996206047, 216.59513505614532, 171.91167261965967]",Major_3rd,"[5.0, 8.785576129843362, 10.432425410968461, 10.41839078124893]",False,1449.2173805000493,1452.1991567000514,1452.1991567000514,1453.4390778000234,['space'],1,3.6464325666893274,4.685297166695818,None,1,None,1,,[0.7514006999554113],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.9710421999916,None,466.5164957684038,2.0,9.209743910070227e-05,1,"[0.4762203428173092, 0.4762203428173092, 0.4762203428173092, 0.4762203428173092]","[630.87464814883, 335.0323047657481, 7262.7322808992185, 2192.651818568581]",None,"[6.0, 5.72092724128576, -7.0, 6.0]",False,1455.010942199966,1457.4708064000588,1457.4708064000588,1458.708380099968,['space'],1,2.931501833256334,3.9577203332446516,None,1,None,1,,[0.4076794000575319],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.03302610002,None,378.9291416275994,-4.0,5.1753996817308645e-05,1,"[0.7458581483185095, 0.7458581483185095, 0.7458581483185095, 0.7458581483185095]","[238.71040097760402, 267.9433656340732, 300.75625902052906, 337.5874865420474]",Tone,"[10.0, 8.785576129843362, 7.0, 5.0]",False,1460.049694800051,1463.3036347000161,1463.3036347000161,1464.5254713000031,['space'],1,4.024277233285829,5.064838233287446,None,1,None,1,,[0.38843520008958876],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.1726603000425,None,,,,,"[0.6167649952234278, 0.6167649952234278, 0.6167649952234278, 0.6167649952234278]","[334.3373856161281, 500.9400709330927, 750.5620533701597, 1124.5724361996038]",Perfect_5th,"[5.72092724128576, 1.6183389177672183, 11.950290616201528, 7.0]",True,1466.1998587000417,1469.0839831000194,1469.0839831000194,1470.3187725000316,None,1,3.4833076667273417,4.506976566743106,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.7588847000152,None,214.4374608872361,4.432425410968461,0.00039505384122726995,1,"[0.7828724226957303, 0.7828724226957303, 0.7828724226957303, 0.7828724226957303]","[1080.6970834313493, 721.2787686247418, 481.3958231634962, 321.29316519481245]",Perfect_5th,"[8.709070939796105, 11.0, 1.5121754791380786, 6.0]",False,1471.7675415000413,1475.1486445999471,1475.1486445999471,1476.3632042000536,['space'],1,4.15500946668908,5.200249466695823,None,1,None,1,,[0.39687990001402795],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.0373802999966,None,8000.0,-3.0,0.00012851978913844324,1,"[0.6182000708133367, 0.6182000708133367, 0.6182000708133367, 0.6182000708133367]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[-2.3652269246217106, 8.0, 5.0, -3.5611283207333813]",False,1479.5425087000476,1482.4271800999995,1482.4271800999995,1483.6610336999875,['space'],1,3.4954071666579694,4.522798366728239,None,1,None,1,,[0.33771120000164956],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.1213028000202,None,849.5802212008714,7.688050401699729,9.639114091607208e-05,1,"[0.7169825895064152, 0.7169825895064152, 0.7169825895064152, 0.7169825895064152]","[2140.808008530641, 1699.1604424017428, 1348.624536865639, 1070.4040042653205]",Major_3rd,"[4.889975265839931, -2.0, 0.0, 8.709070939796105]",False,1485.1294434999581,1488.3074825999793,1488.3074825999793,1489.5271377000026,['space'],1,3.891842166776769,4.920920766773634,None,1,None,1,,[0.3532611000118777],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.1134557999903,None,267.9433656340732,-6.0,7.441295113766626e-05,0,"[0.7272352640941087, 0.7272352640941087, 0.7272352640941087, 0.7272352640941087]","[1350.3499461681895, 901.2504626108299, 601.5125180410581, 401.46144093168806]",Perfect_5th,"[0.0, 13.68805040169973, 5.0, 2.5993568148196537]",False,1492.4561686000088,1495.6697597999591,1495.6697597999591,1496.8937083999626,None,0,3.937777633429505,4.973576133488677,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.494059400051,None,1592.9714601606595,-8.36522692462171,2.143585317837807e-05,0,"[0.49376480465285605, 0.40784918887853583, 0.44560364107466954, 0.6788664941574147]","[2528.68457161435, 2252.801843432477, 2007.0182745381874, 1788.0500080703066]",Tone,"[9.0, 6.0, 2.620414932981827, -1.0]",False,1498.5109008,1500.8759978000307,1500.8759978000307,1502.0892177999485,None,0,3.065425366628915,4.08301276655402,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.667907700059,None,577.1937356433838,-2.3938880389558004,4.509308308655272e-05,1,"[0.7833602214410388, 0.7833602214410388, 0.7833602214410388, 0.7833602214410388]","[1603.552447661429, 2749.8629088895914, 1981.5830281544117, 807.7746518963806]",None,"[-2.3652269246217106, 9.878919472691907, 2.620414932981827, 13.29151386160071]",False,1503.6680994000053,1507.0307733999798,1507.0307733999798,1508.265789499972,['space'],1,4.1700599666219205,5.21437486668583,None,1,None,1,,[0.4179373000515625],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,10,0,10,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.9526774999686,None,217.63764082403114,3.0,0.00032613617707396853,1,"[0.5680511821919374, 0.6636069971194405, 0.7128356280762681, 0.6024841147399876]","[137.1031224618283, 153.8930516681146, 172.7391099959721, 193.89309522921693]",Tone,"[9.701383027368967, 10.062230116357714, 10.41839078124893, 10.543619371000801]",False,1509.972312900005,1512.9329569999827,1512.9329569999827,1514.1544721999671,['space'],1,3.572882166830823,4.605167666799389,None,1,None,1,,[0.44092770002316684],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
