tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_none,Audiogram_time,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,6,0,6,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.8427323999349,None,1650621018.4883814,1650621021.6629865,3.174605131149292,1741.101126592249,-4.0,3.9827096914764364e-05,0,"[0.7063542929885506, 0.7063542929885506, 0.7063542929885506, 0.7063542929885506]","[769.8594829578374, 173.17385405015406, 1215.109105701469, 858.5394206425715]",None,"[4.0, 7.0, 5.652799643408654, 3.0]",False,921.0214192999993,924.1609056999441,924.1609056999441,925.3665219000541,None,0,3.8427504003047943,4.871357000200078,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.910244199913,None,,,,1481.4825240746814,3.5856197295502534,7.368259637768406e-05,1,"[0.759811061497232, 0.759811061497232, 0.759811061497232, 0.759811061497232]","[134.33575476722768, 1949.005153432876, 420.004507472747, 1526.6388998590262]",None,"[2.0, 2.0, 8.211586807684622, 5.809690816193903]",False,926.9173922999762,930.2355545000173,930.2355545000173,None,['space'],1,4.083202260080725,None,None,1,,[0.4218585002236068],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,6,0,6,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.45651430008,None,1650621033.1038547,1650621036.6504924,3.546637773513794,267.9433656340732,-5.0,8.349270441553178e-05,0,"[0.7190708974426919, 0.7190708974426919, 0.7190708974426919, 0.7190708974426919]","[412.4021749278055, 1477.9281268049715, 2609.1374427630144, 1392.0290980944378]",None,"[8.211586807684622, 6.0, 0.0, 6.208779135391241]",False,936.0091885000002,939.2089337001089,939.2089337001089,940.4446777000558,None,0,3.9014127606060356,4.927173260599375,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.2178088999353,None,,,,349.065665611855,5.141178205767744,0.00016226537449533633,0,"[0.4876205605465724, 0.4876205605465724, 0.4876205605465724, 0.4876205605465724]","[1389.814695981729, 858.5393757360404, 1330.8038921122493, 141.94305224483804]",None,"[6.208779135391241, 3.0, 6.146476095889664, 3.0]",False,945.2042052999604,947.687832799973,947.687832799973,948.9222726000007,None,0,2.9795572601724416,4.008911960059777,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.2361822000239,None,1650621050.88902,1650621055.1316988,4.242678880691528,1148.6983549970344,-7.0,2.2455707992770453e-05,1,"[0.634051818495868, 0.634051818495868, 0.634051818495868, 0.634051818495868]","[2590.025036301955, 146.99919761500857, 3604.5242961188555, 6562.057596997559]",None,"[0.0, 4.0, -1.0852869259872637, -1.090804645452339]",False,954.4901946000755,957.4287181999534,957.4287181999534,958.6633709999733,['space'],1,3.5877249606419355,None,None,1,,[0.8007116999942809],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.9214230000507,None,,,,,,,,"[0.7985878498046455, 0.7985878498046455, 0.7985878498046455, 0.7985878498046455]","[603.689911579424, 479.1490003518835, 380.3008136040455, 301.844955789712]",Major_3rd,"[7.334255130632958, 9.088737075222543, 7.693636570531561, 7.399046871854939]",True,959.9205360000487,963.3345643999055,963.3345643999055,964.5396062000655,None,1,4.213800060097128,5.220334260025993,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.1635803000536,None,,,,2688.6039573583494,-2.371623868154916,5.64516138031379e-05,0,"[0.4358377215550637, 0.4358377215550637, 0.4358377215550637, 0.4358377215550637]","[1809.4571534854383, 965.189854400107, 1172.0597728121334, 4023.2138432558813]",None,"[3.0, 3.0, 5.0, -1.7450720210032946]",False,966.156134699937,968.5070183000062,968.5070183000062,969.711258900119,None,0,2.781319160014391,3.8104392599780113,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.9894276999403,None,1650621071.6435251,1650621076.2985327,4.655007600784302,5656.85424949238,2.0,0.00016180173443103448,1,"[0.44998161103613377, 0.44998161103613377, 0.44998161103613377, 0.44998161103613377]","[687.1882327773677, 4887.584180579982, 4784.02577263169, 3026.975082444555]",None,"[6.0, -1.6305854542215412, -1.6305854542215412, -0.41565361304880266]",False,975.6576114001218,978.0499943001196,978.0499943001196,None,['space'],1,2.826996340416372,None,None,1,,[0.36381200002506375],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.8711399000604,None,,,,205.71717594707204,6.762653368259752,0.0005538326785243185,0,"[0.5760579450410486, 0.5760579450410486, 0.5760579450410486, 0.5760579450410486]","[3363.863927095262, 1192.1551695421522, 141.73209885841013, 1905.6498268648863]",None,"[-1.0, 5.0, 3.0, 2.78162348863955]",False,979.8709108000621,982.6183806001209,982.6183806001209,983.8273267000914,None,0,3.347566660027951,4.378699759952724,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.2779314999934,None,1650621085.9228408,1650621088.527272,2.60443115234375,1071.7734625362941,-2.0,3.7376734727924953e-05,1,"[0.4611927853699221, 0.4611927853699221, 0.4611927853699221, 0.4611927853699221]","[212.66679023771414, 318.64015682981585, 477.42080195520873, 715.3229662176299]",Perfect_5th,"[9.25797861941169, 7.399046871854939, 9.088737075222543, 5.0]",False,987.8863848999608,990.2970696999691,990.2970696999691,None,['space'],1,2.877652700524777,None,None,1,,[0.3278797999955714],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.1146637999918,None,1650621092.7607718,1650621095.4683163,2.7075445652008057,707.1067811865476,0.0,4.4402947908243604e-05,0,"[0.5011011814085733, 0.5011011814085733, 0.5011011814085733, 0.5011011814085733]","[5168.466390675442, 1616.9379146212464, 3116.1255164222193, 705.9678593958954]",None,"[-1.3539693998841358, 5.022211870740859, -0.41565361304880266, 5.059888243962505]",False,994.8763506999239,997.3983835999388,997.3983835999388,998.617251599906,None,0,3.01925290026702,4.039917400106788,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.9418973999564,None,,,,3136.54412642662,-2.6658960208978772,4.984110365335774e-05,1,"[0.6424354008810167, 0.6424354008810167, 0.6424354008810167, 0.6424354008810167]","[7903.59593761805, 6273.08825285324, 4978.953445834294, 3951.797968809025]",Major_3rd,"[-2.619118340294624, -1.0, -1.6305854542215412, -1.7450720210032946]",False,999.9358532000333,1002.881142700091,1002.881142700091,None,['space'],1,3.6052990600001067,None,None,1,,[0.21524600009433925],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.8001707999501,None,1650621105.4459922,1650621108.8216708,3.375678539276123,757.8582832551998,-3.0,2.8519041826256792e-05,0,"[0.7265043595820772, 0.7265043595820772, 0.7265043595820772, 0.7265043595820772]","[3819.3664156416708, 2549.1212546385273, 1701.3343219017133, 1135.5044290708786]",Perfect_5th,"[-1.4686279785677971, 0.0, 4.0, 4.902815181024003]",False,1008.1934474001173,1011.4123782999814,1011.4123782999814,1012.6470109999646,None,0,3.907427440630272,4.9207142405211926,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.1496729999781,None,,,,1250.4165811506227,3.425093439843436,8.08429713315942e-05,1,"[0.7771208584799971, 0.7771208584799971, 0.7771208584799971, 0.7771208584799971]","[5493.2001615627705, 6796.825625573998, 3361.924809232657, 2070.2552793399495]",None,"[-1.099175111788238, -1.4208264158412334, -1.0, 1.0]",False,1014.167203299934,1017.5376075000968,1017.5376075000968,None,['space'],1,4.132131360005587,None,None,1,,[0.2420010999776423],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.5708127000835,None,,,,,,,,"[0.5554177461792209, 0.5554177461792209, 0.5554177461792209, 0.5554177461792209]","[6466.589945578745, 234.5972430919431, 5594.9236047248105, 854.5639237798808]",None,"[-1.090804645452339, 9.192667839365058, -1.099175111788238, 3.0]",True,1019.5836789999157,1022.290620099986,1022.290620099986,1023.5064326999709,None,1,3.2620341600850224,4.281268160091713,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.8875120000448,None,1650621125.5356019,1650621127.8105204,2.274918556213379,267.9433656340732,4.0,0.00023531441300984315,1,"[0.6236676704265078, 0.6236676704265078, 0.6236676704265078, 0.6236676704265078]","[1334.5122142760097, 615.3768663275273, 5323.75042262837, 1104.5189659457385]",None,"[6.146476095889664, 7.334255130632958, -1.3539693998841358, 4.059225165054532]",False,1027.1711862999946,1030.0698241000064,1030.0698241000064,None,['space'],1,3.5228439604397863,None,None,1,,[0.560477000195533],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.2903819999192,None,,,,2015.3511645755948,-0.46654233834569026,7.122195106537855e-05,1,"[0.46047163547445924, 0.46047163547445924, 0.46047163547445924, 0.46047163547445924]","[733.3383297719333, 663.9301950993586, 2426.389539596134, 192.02040885031377]",None,"[5.0, 6.218559537063877, 0.12274927998099194, 8.2776971649791]",False,1032.2885428001173,1034.6880987000186,1034.6880987000186,None,['space'],1,2.856963559985161,None,None,1,,[0.2748795000370592],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.4720550000202,None,,,,,,,,"[0.5692088929280932, 0.5692088929280932, 0.5692088929280932, 0.5692088929280932]","[5889.290171850179, 126.49200840296959, 973.0128645425734, 6882.774245322856]",None,"[-1.0, 1.0, 3.0, -1.4208264158412334]",True,1036.473248400027,1039.1986161000095,1039.1986161000095,None,['space'],0,3.3023731601424515,None,None,1,,[0.39878050005063415],0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.1979475000408,None,1650621141.847498,1650621144.0369363,2.1894383430480957,8000.0,0.0,0.0001815390273850507,1,"[0.6304812072687433, 0.6304812072687433, 0.6304812072687433, 0.6304812072687433]","[1767.1910344951223, 493.73226176526873, 1773.7810182605458, 4286.58527558698]",None,"[3.9476880217548187, 9.163747023797914, 3.9476880217548187, -1.8708373282903583]",False,1043.3970272999723,1046.3021964998916,1046.3021964998916,None,['space'],1,3.5483682004269212,None,['space'],0,[-1.2917692000046372],[0.18189620017074049],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.1565880000126,None,,,,4696.004401166236,-3.919769902670674,8.395058174276191e-05,1,"[0.6854213668273135, 0.6854213668273135, 0.6854213668273135, 0.6854213668273135]","[762.2818608203625, 4046.7021890860738, 284.61126441656666, 353.3055718177351]",None,"[4.0, -1.7450720210032946, 7.805538975869702, 7.337220816308567]",False,1048.1534879999235,1051.2493676999584,1051.2493676999584,None,['space'],1,3.761594859883189,None,None,1,,[0.3695235999766737],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.33815039997,None,1650621153.9807072,1650621156.6301801,2.649472951889038,1148.6983549970344,-10.0,1.5897423808843035e-05,1,"[0.6950044568961627, 0.6950044568961627, 0.6950044568961627, 0.6950044568961627]","[3504.5234279325564, 5210.122781028707, 442.709465037535, 3372.665022710373]",None,"[-1.0852869259872637, -1.3539693998841358, 8.715675910554989, -1.0]",False,1055.9899432000238,1059.1242114999332,1059.1242114999332,1060.3584527999628,['space'],1,3.8452113405801356,None,None,1,,[0.7887983999680728],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
